,wellname,GR,DT,RHOB,ILD,Top,TopX,TopY
14724,15/13-2,32.6565,54.6971,2.8939,105.1244,Turbot Anhydrite,,
14725,15/13-2,30.5924,53.8301,2.8809,103.0629,Turbot Anhydrite,,
14726,15/13-2,29.0295,52.9804,2.8668,99.7044,Turbot Anhydrite,,
14727,15/13-2,27.4666,52.6874,2.8673,100.4295,Turbot Anhydrite,,
14728,15/13-2,25.9865,52.7302,2.8711,113.3029,Turbot Anhydrite,,
14729,15/13-2,25.3453,53.0154,2.8666,144.4687,Turbot Anhydrite,,
14730,15/13-2,25.358,53.1467,2.8718,180.9225,Turbot Anhydrite,,
14731,15/13-2,25.5811,53.1699,2.8862,246.9275,Turbot Anhydrite,,
14732,15/13-2,25.2828,53.1569,2.8991,299.1689,Turbot Anhydrite,,
14733,15/13-2,25.0224,52.8151,2.9157,296.986,Turbot Anhydrite,,
14734,15/13-2,25.5829,52.4879,2.9001,255.6397,Turbot Anhydrite,,
14735,15/13-2,26.5064,52.1518,2.9172,194.3156,Turbot Anhydrite,,
14736,15/13-2,27.5182,52.2363,2.9371,180.7883,Turbot Anhydrite,,
14737,15/13-2,28.5318,53.0413,2.9377,175.5044,Turbot Anhydrite,,
14738,15/13-2,29.6272,54.1816,2.9369,160.1287,Turbot Anhydrite,,
14739,15/13-2,31.0072,55.1554,2.941,143.4788,Turbot Anhydrite,,
14740,15/13-2,31.7077,55.787,2.9336,125.5472,Turbot Anhydrite,,
14741,15/13-2,31.8179,55.9021,2.9265,107.2698,Turbot Anhydrite,,
14742,15/13-2,31.7565,55.4427,2.9289,93.9156,Turbot Anhydrite,,
14743,15/13-2,31.4176,54.7565,2.9369,91.5353,Turbot Anhydrite,,
14744,15/13-2,31.059,54.3938,2.9299,103.2845,Turbot Anhydrite,,
14745,15/13-2,31.2406,53.9183,2.9399,123.2896,Turbot Anhydrite,,
14746,15/13-2,31.5742,53.6642,2.953,142.9745,Turbot Anhydrite,,
14747,15/13-2,31.9552,53.3605,2.929,165.1251,Turbot Anhydrite,,
14748,15/13-2,32.2606,53.1797,2.9169,166.4986,Turbot Anhydrite,,
14749,15/13-2,32.5094,53.3262,2.9209,121.3606,Turbot Anhydrite,,
14750,15/13-2,34.1009,53.7486,2.9131,83.8131,Turbot Anhydrite,,
14751,15/13-2,37.9603,54.9394,2.895,73.33,Turbot Anhydrite,,
14752,15/13-2,42.0892,55.8032,2.899,65.5251,Turbot Anhydrite,,
14753,15/13-2,45.8345,56.0694,2.8916,55.6379,Turbot Anhydrite,,
14754,15/13-2,47.4465,56.0143,2.8667,48.2809,Turbot Anhydrite,,
14755,15/13-2,46.5355,55.3782,2.8584,44.6953,Turbot Anhydrite,,
14756,15/13-2,43.0216,55.1572,2.8723,40.6854,Turbot Anhydrite,,
14757,15/13-2,39.2928,55.4122,2.8824,39.0108,Turbot Anhydrite,,
14758,15/13-2,35.6821,56.7141,2.8836,41.109,Turbot Anhydrite,,
14759,15/13-2,34.4029,57.4788,2.8982,42.0192,Turbot Anhydrite,,
14760,15/13-2,34.9705,57.6384,2.9227,42.9593,Turbot Anhydrite,,
14761,15/13-2,35.5429,57.6648,2.9214,44.6622,Turbot Anhydrite,,
14762,15/13-2,35.8802,57.688,2.892,45.6372,Turbot Anhydrite,,
14763,15/13-2,36.2064,57.9398,2.8888,45.0758,Turbot Anhydrite,,
14764,15/13-2,35.8804,58.7622,2.8941,44.2987,Turbot Anhydrite,,
14765,15/13-2,33.9808,59.1575,2.9166,44.0293,Turbot Anhydrite,,
14766,15/13-2,32.8954,59.1807,2.9164,42.3709,Turbot Anhydrite,,
14767,15/13-2,33.456,59.2038,2.9083,41.4711,Turbot Anhydrite,,
14768,15/13-2,34.4145,59.227,2.9026,42.2671,Turbot Anhydrite,,
14769,15/13-2,34.5007,59.316,2.8923,42.9466,Turbot Anhydrite,,
14770,15/13-2,34.3594,59.746,2.8966,43.97,Turbot Anhydrite,,
14771,15/13-2,33.5436,59.8257,2.9014,47.2885,Turbot Anhydrite,,
14772,15/13-2,31.1615,59.0502,2.9151,46.343,Turbot Anhydrite,,
14773,15/13-2,29.9245,57.851,2.9263,47.4878,Turbot Anhydrite,,
14774,15/13-2,30.2088,56.9318,2.9111,54.3344,Turbot Anhydrite,,
14775,15/13-2,31.4135,56.6166,2.9005,64.6625,Turbot Anhydrite,,
14776,15/13-2,32.5028,56.5984,2.9074,77.4549,Turbot Anhydrite,,
14777,15/13-2,32.8921,56.396,2.8958,90.0051,Turbot Anhydrite,,
14778,15/13-2,32.9961,55.7764,2.8818,102.7819,Turbot Anhydrite,,
14779,15/13-2,33.4351,55.4127,2.878,116.9657,Turbot Anhydrite,,
14780,15/13-2,32.7665,54.8158,2.8747,135.6509,Turbot Anhydrite,,
14781,15/13-2,30.7629,54.3099,2.8852,165.2148,Turbot Anhydrite,,
14782,15/13-2,28.6242,54.5349,2.899,296.3684,Turbot Anhydrite,,
14783,15/13-2,26.7345,55.0527,2.9078,625.0885,Turbot Anhydrite,,
14784,15/13-2,25.9612,54.9131,2.9052,1145.104,Turbot Anhydrite,,
14785,15/13-2,25.4935,54.6287,2.9171,1386.6045,Turbot Anhydrite,,
14786,15/13-2,25.311,54.2863,2.9338,1305.7017,Turbot Anhydrite,,
14787,15/13-2,25.2147,53.5246,2.9341,953.9772,Turbot Anhydrite,,
14788,15/13-2,25.1283,53.1676,2.9202,687.8439,Turbot Anhydrite,,
14789,15/13-2,24.9729,53.1135,2.9074,743.9044,Turbot Anhydrite,,
14790,15/13-2,24.1369,53.0198,2.9197,818.9612,Turbot Anhydrite,,
14791,15/13-2,23.4242,52.7765,2.938,1131.7476,Turbot Anhydrite,,
14792,15/13-2,23.9652,53.0781,2.9513,1323.9766,Turbot Anhydrite,,
14793,15/13-2,25.6683,52.8902,2.9397,1382.834,Turbot Anhydrite,,
14794,15/13-2,25.9438,52.8293,2.9354,1387.6951,Turbot Anhydrite,,
14795,15/13-2,24.9457,52.8525,2.9299,1362.9648,Turbot Anhydrite,,
14796,15/13-2,23.5017,52.8756,2.9125,1284.9438,Turbot Anhydrite,,
14797,15/13-2,22.5733,52.8988,2.8987,1329.488,Turbot Anhydrite,,
14798,15/13-2,22.2433,52.922,2.8888,1388.8711,Turbot Anhydrite,,
14799,15/13-2,22.2683,52.9451,2.8748,1397.7837,Turbot Anhydrite,,
14800,15/13-2,22.5259,52.9683,2.8754,1393.0537,Turbot Anhydrite,,
14801,15/13-2,23.3375,52.9914,2.8753,1345.051,Turbot Anhydrite,,
14802,15/13-2,24.2431,53.0146,2.8728,1119.426,Turbot Anhydrite,,
14803,15/13-2,24.6358,53.0378,2.8781,784.573,Turbot Anhydrite,,
14804,15/13-2,24.5623,52.8999,2.8757,556.1414,Turbot Anhydrite,,
14805,15/13-2,24.4758,52.7004,2.8736,450.2009,Turbot Anhydrite,,
14806,15/13-2,24.0873,52.7072,2.8842,434.7939,Turbot Anhydrite,,
14807,15/13-2,23.1193,52.7304,2.8882,513.4797,Turbot Anhydrite,,
14808,15/13-2,22.6986,52.7536,2.8959,682.8472,Turbot Anhydrite,,
14809,15/13-2,22.5788,52.8974,2.9153,922.0175,Turbot Anhydrite,,
14810,15/13-2,22.7323,53.1002,2.9245,1257.0645,Turbot Anhydrite,,
14811,15/13-2,23.3162,53.3309,2.9333,1427.5989,Turbot Anhydrite,,
14812,15/13-2,24.2316,53.5215,2.926,1434.3904,Turbot Anhydrite,,
14813,15/13-2,24.3604,53.4694,2.9264,1429.7932,Turbot Anhydrite,,
14814,15/13-2,23.898,53.4926,2.9403,1362.5664,Turbot Anhydrite,,
14815,15/13-2,23.3276,53.4138,2.9563,1123.0681,Turbot Anhydrite,,
14816,15/13-2,22.8317,53.3665,2.958,837.5811,Turbot Anhydrite,,
14817,15/13-2,22.6511,53.3621,2.9667,595.708,Turbot Anhydrite,,
14818,15/13-2,23.2896,53.3475,2.9583,435.8486,Turbot Anhydrite,,
14819,15/13-2,24.2435,53.1002,2.9382,345.8799,Turbot Anhydrite,,
14820,15/13-2,25.1989,53.0316,2.9349,324.4576,Turbot Anhydrite,,
14821,15/13-2,26.1935,53.0127,2.9267,268.0442,Turbot Anhydrite,,
14822,15/13-2,27.2026,52.7603,2.9184,241.3666,Turbot Anhydrite,,
14823,15/13-2,27.558,52.7011,2.9128,216.685,Turbot Anhydrite,,
14824,15/13-2,27.3665,52.7243,2.9104,211.9154,Turbot Anhydrite,,
14825,15/13-2,27.6393,52.7474,2.9332,239.391,Turbot Anhydrite,,
14826,15/13-2,29.1369,52.7706,2.9408,262.9014,Turbot Anhydrite,,
14827,15/13-2,30.2548,52.7937,2.9339,281.4659,Turbot Anhydrite,,
14828,15/13-2,30.4654,52.8101,2.9251,288.3572,Turbot Anhydrite,,
14829,15/13-2,30.0601,52.5022,2.9261,255.8286,Turbot Anhydrite,,
14830,15/13-2,29.7836,52.2828,2.9381,212.127,Turbot Anhydrite,,
14831,15/13-2,31.1513,52.2864,2.9554,203.8959,Turbot Anhydrite,,
14832,15/13-2,33.0731,52.3095,2.9461,196.8146,Turbot Anhydrite,,
14833,15/13-2,34.9981,52.3327,2.9242,178.2822,Turbot Anhydrite,,
14834,15/13-2,36.0314,52.3716,2.9012,165.4603,Turbot Anhydrite,,
14835,15/13-2,35.1791,52.7346,2.8824,163.7076,Turbot Anhydrite,,
14836,15/13-2,33.9351,52.8022,2.8765,149.9302,Turbot Anhydrite,,
14837,15/13-2,32.7222,53.0329,2.8843,134.0541,Turbot Anhydrite,,
14838,15/13-2,31.5126,53.2606,2.8914,120.0088,Turbot Anhydrite,,
14839,15/13-2,30.5222,53.2717,2.8967,106.0668,Turbot Anhydrite,,
14840,15/13-2,30.7674,53.4893,2.8974,105.4805,Turbot Anhydrite,,
14841,15/13-2,31.6449,54.4046,2.9016,102.5086,Turbot Anhydrite,,
14842,15/13-2,32.3424,54.9739,2.9005,99.8342,Turbot Anhydrite,,
14843,15/13-2,32.9315,55.1225,2.905,105.4421,Turbot Anhydrite,,
14844,15/13-2,33.3301,54.6196,2.8964,112.5544,Turbot Anhydrite,,
14845,15/13-2,33.7434,54.1069,2.8892,126.8567,Turbot Anhydrite,,
14846,15/13-2,34.5006,54.0339,2.8824,202.0732,Turbot Anhydrite,,
14847,15/13-2,35.9185,54.017,2.8748,253.3752,Turbot Anhydrite,,
14848,15/13-2,37.2883,53.6009,2.8771,291.0541,Turbot Anhydrite,,
14849,15/13-2,37.9763,52.5434,2.8716,383.4982,Turbot Anhydrite,,
14850,15/13-2,37.7571,51.0518,2.8769,404.6377,Turbot Anhydrite,,
14851,15/13-2,35.1158,49.8102,2.9048,370.8354,Turbot Anhydrite,,
14852,15/13-2,32.8185,49.5389,2.9351,409.7975,Turbot Anhydrite,,
14853,15/13-2,31.7186,50.2375,2.9506,444.144,Turbot Anhydrite,,
14854,15/13-2,30.7287,51.1808,2.9315,410.165,Turbot Anhydrite,,
14855,15/13-2,30.3605,52.4926,2.9062,314.3351,Turbot Anhydrite,,
14856,15/13-2,30.3216,53.312,2.8833,224.7364,Turbot Anhydrite,,
14857,15/13-2,30.2964,53.4484,2.9016,165.6232,Turbot Anhydrite,,
14858,15/13-2,29.9757,53.1073,2.9305,149.1724,Turbot Anhydrite,,
14859,15/13-2,29.1746,52.5707,2.9454,161.7517,Turbot Anhydrite,,
14860,15/13-2,28.9819,51.7455,2.9412,191.1475,Turbot Anhydrite,,
14861,15/13-2,30.2697,51.0002,2.9302,230.4913,Turbot Anhydrite,,
14862,15/13-2,30.9478,50.8512,2.9193,383.602,Turbot Anhydrite,,
14863,15/13-2,31.3115,50.6454,2.9124,846.578,Turbot Anhydrite,,
14864,15/13-2,30.4871,50.6508,2.9163,1367.2866,Turbot Anhydrite,,
14865,15/13-2,30.167,50.834,2.9059,1118.1631,Turbot Anhydrite,,
14866,15/13-2,31.7032,51.0677,2.8928,660.7198,Turbot Anhydrite,,
14867,15/13-2,34.9155,51.5384,2.8852,337.5163,Turbot Anhydrite,,
14868,15/13-2,40.7622,52.3762,2.8732,189.0849,Turbot Anhydrite,,
14869,15/13-2,49.2032,53.6166,2.8601,163.3028,Turbot Anhydrite,,
14870,15/13-2,59.0419,55.8456,2.8469,175.2445,Turbot Anhydrite,,
14871,15/13-2,66.0476,56.5458,2.8239,188.3778,Turbot Anhydrite,,
14872,15/13-2,67.2659,55.8816,2.7997,192.9019,Turbot Anhydrite,,
14873,15/13-2,62.654,54.2481,2.7955,174.5138,Turbot Anhydrite,,
14874,15/13-2,58.0988,51.4098,2.8055,149.1069,Turbot Anhydrite,,
14875,15/13-2,57.7579,51.3605,2.8198,153.122,Turbot Anhydrite,,
14876,15/13-2,60.6455,51.7924,2.8238,186.7852,Turbot Anhydrite,,
14877,15/13-2,64.1678,53.0514,2.8135,210.2632,Turbot Anhydrite,,
14878,15/13-2,66.9156,54.2852,2.7997,217.6119,Turbot Anhydrite,,
14879,15/13-2,68.9575,55.0966,2.7951,204.0944,Turbot Anhydrite,,
14880,15/13-2,70.3242,54.762,2.786,185.0167,Turbot Anhydrite,,
14881,15/13-2,70.0561,53.9174,2.7823,169.2014,Turbot Anhydrite,,
14882,15/13-2,68.7387,53.0805,2.7955,160.4013,Turbot Anhydrite,,
14883,15/13-2,67.4439,52.4478,2.8037,176.1729,Turbot Anhydrite,,
14884,15/13-2,65.479,52.1818,2.8154,204.8258,Turbot Anhydrite,,
14885,15/13-2,63.1458,51.7003,2.83,233.5247,Turbot Anhydrite,,
14886,15/13-2,59.7152,51.1289,2.8448,297.7933,Turbot Anhydrite,,
14887,15/13-2,55.4816,50.9472,2.8637,468.8598,Turbot Anhydrite,,
14888,15/13-2,51.6946,51.0068,2.88,498.9052,Turbot Anhydrite,,
14889,15/13-2,49.2174,51.1524,2.8783,818.8652,Turbot Anhydrite,,
14890,15/13-2,47.5131,51.8223,2.8787,1318.2925,Turbot Anhydrite,,
14891,15/13-2,46.8068,51.9113,2.8771,1316.9512,Turbot Anhydrite,,
14892,15/13-2,46.5062,51.8215,2.8591,1322.3855,Turbot Anhydrite,,
14893,15/13-2,46.1124,51.3502,2.8572,1336.3579,Turbot Anhydrite,,
14894,15/13-2,45.6054,50.9267,2.856,1074.3506,Turbot Anhydrite,,
14895,15/13-2,45.1252,50.7241,2.852,735.5768,Turbot Anhydrite,,
14896,15/13-2,45.7418,50.7026,2.8615,438.3089,Turbot Anhydrite,,
14897,15/13-2,52.0063,51.2084,2.8598,290.7527,Turbot Anhydrite,,
14898,15/13-2,60.2511,52.6023,2.8603,262.7991,Turbot Anhydrite,,
14899,15/13-2,68.2223,53.7715,2.8583,232.5207,Turbot Anhydrite,,
14900,15/13-2,73.4752,54.3787,2.8285,189.8638,Turbot Anhydrite,,
14901,15/13-2,75.0026,54.9925,2.7974,144.0216,Turbot Anhydrite,,
14902,15/13-2,72.459,54.9207,2.7795,99.6289,Turbot Anhydrite,,
14903,15/13-2,69.2409,54.5419,2.773,64.4392,Turbot Anhydrite,,
14904,15/13-2,68.6814,55.7386,2.7718,45.4848,Turbot Anhydrite,,
14905,15/13-2,69.996,59.2263,2.7699,38.295,Turbot Anhydrite,,
14906,15/13-2,78.2198,65.337,2.7561,32.382,Turbot Anhydrite,,
14907,15/13-2,88.3351,70.8677,2.7365,29.5787,Turbot Anhydrite,,
14908,15/13-2,93.7891,73.5701,2.6893,27.3366,Turbot Anhydrite,,
14909,15/13-2,93.3532,73.1653,2.6361,27.0173,Turbot Anhydrite,,
14910,15/13-2,91.8695,71.1385,2.6215,28.7191,Turbot Anhydrite,,
14911,15/13-2,90.6394,69.8077,2.6305,33.6175,Turbot Anhydrite,,
14912,15/13-2,90.9049,69.1994,2.6417,40.4493,Turbot Anhydrite,,
14913,15/13-2,88.6622,67.8546,2.6428,51.7051,Turbot Anhydrite,,
14914,15/13-2,83.4309,64.8636,2.6396,61.062,Turbot Anhydrite,,
14915,15/13-2,78.2111,61.8857,2.6462,59.4027,Turbot Anhydrite,,
14916,15/13-2,78.6411,60.2826,2.6548,47.1613,Turbot Anhydrite,,
14917,15/13-2,91.5761,62.2511,2.6562,37.5178,Turbot Anhydrite,,
14918,15/13-2,103.0404,69.2714,2.6517,30.31,Turbot Anhydrite,,
14919,15/13-2,118.2597,77.6682,2.6153,25.1238,Turbot Anhydrite,,
14920,15/13-2,129.7001,83.9468,2.5684,22.9492,Turbot Anhydrite,,
14921,15/13-2,129.9896,86.1657,2.5156,21.083,Turbot Anhydrite,,
14922,15/13-2,119.8842,86.1684,2.4756,19.3703,Turbot Anhydrite,,
14923,15/13-2,105.7405,84.8344,2.4938,17.8734,Turbot Anhydrite,,
14924,15/13-2,99.6641,81.4945,2.5293,14.8889,Turbot Anhydrite,,
14925,15/13-2,94.5162,77.7095,2.5562,11.39,Turbot Anhydrite,,
14926,15/13-2,70.446,74.961,2.5872,9.2274,Turbot Anhydrite,,
14927,15/13-2,65.1499,74.5205,2.6226,8.3636,Turbot Anhydrite,,
14928,15/13-2,63.975,77.2265,2.665,7.9086,Turbot Anhydrite,,
14929,15/13-2,65.6163,82.8284,2.6465,8.2479,Turbot Anhydrite,,
14930,15/13-2,65.6177,86.5203,2.5843,9.0432,Turbot Anhydrite,,
14931,15/13-2,62.2934,84.952,2.5535,9.3728,Turbot Anhydrite,,
14932,15/13-2,54.4569,80.8751,2.5427,9.8793,Turbot Anhydrite,,
14933,15/13-2,45.478,74.4931,2.5615,10.647,Turbot Anhydrite,,
14934,15/13-2,38.6342,66.7815,2.6688,11.6907,Turbot Anhydrite,,
14935,15/13-2,35.759,60.4097,2.7815,14.9202,Turbot Anhydrite,,
14936,15/13-2,35.4901,56.4529,2.8506,28.5624,Turbot Anhydrite,,
14937,15/13-2,36.487,54.5475,2.8886,60.7509,Turbot Anhydrite,,
14938,15/13-2,37.4826,54.2194,2.887,293.7098,Turbot Anhydrite,,
14939,15/13-2,39.3044,54.9168,2.8862,1257.3083,Turbot Anhydrite,,
14940,15/13-2,41.2281,55.2177,2.8877,971.6863,Turbot Anhydrite,,
14941,15/13-2,44.9873,55.3107,2.8856,225.4357,Turbot Anhydrite,,
14942,15/13-2,46.6993,55.2786,2.8767,87.8723,Turbot Anhydrite,,
14943,15/13-2,47.6671,55.6969,2.8824,65.4881,Turbot Anhydrite,,
14944,15/13-2,48.1883,56.0871,2.8908,57.4856,Turbot Anhydrite,,
14945,15/13-2,48.1087,56.4562,2.8956,54.3358,Turbot Anhydrite,,
14946,15/13-2,46.9368,57.0358,2.9051,52.5043,Turbot Anhydrite,,
14947,15/13-2,44.6523,57.4471,2.8829,52.5838,Turbot Anhydrite,,
14948,15/13-2,42.813,57.8549,2.8629,52.4817,Turbot Anhydrite,,
14949,15/13-2,42.1534,58.0198,2.8461,51.463,Turbot Anhydrite,,
14950,15/13-2,43.0313,57.9965,2.8309,50.2918,Turbot Anhydrite,,
14951,15/13-2,43.7576,57.688,2.8276,49.8095,Turbot Anhydrite,,
14952,15/13-2,41.8811,57.0758,2.8369,49.987,Turbot Anhydrite,,
14953,15/13-2,40.2744,56.6232,2.8509,54.5392,Turbot Anhydrite,,
14954,15/13-2,40.0183,56.6936,2.862,64.1473,Turbot Anhydrite,,
14955,15/13-2,39.9798,56.7588,2.8722,73.2414,Turbot Anhydrite,,
14956,15/13-2,39.9335,56.576,2.8652,77.6809,Turbot Anhydrite,,
14957,15/13-2,39.5261,55.9543,2.8678,75.4573,Turbot Anhydrite,,
14958,15/13-2,38.1525,55.3726,2.8602,73.9472,Turbot Anhydrite,,
14959,15/13-2,37.0902,54.7543,2.8684,76.4928,Turbot Anhydrite,,
14960,15/13-2,37.933,54.4924,2.8773,82.295,Turbot Anhydrite,,
14961,15/13-2,37.6421,54.5401,2.8748,98.2693,Turbot Anhydrite,,
14962,15/13-2,35.8414,54.2741,2.8574,115.9261,Turbot Anhydrite,,
14963,15/13-2,34.5668,53.2463,2.8394,125.7584,Turbot Anhydrite,,
14964,15/13-2,33.9226,52.3526,2.8427,135.3858,Turbot Anhydrite,,
14965,15/13-2,31.3406,51.6761,2.8511,176.7628,Turbot Anhydrite,,
14966,15/13-2,28.3048,50.8363,2.8455,231.5678,Turbot Anhydrite,,
14967,15/13-2,25.7968,50.5862,2.8555,288.73,Turbot Anhydrite,,
14968,15/13-2,23.8776,50.172,2.8834,338.4747,Turbot Anhydrite,,
14969,15/13-2,22.985,49.9443,2.9193,366.0248,Turbot Anhydrite,,
14970,15/13-2,23.3582,49.9284,2.946,346.6295,Turbot Anhydrite,,
14971,15/13-2,24.2238,50.4739,2.9631,234.5915,Turbot Anhydrite,,
14972,15/13-2,26.2904,50.7811,2.9555,177.2072,Turbot Anhydrite,,
14973,15/13-2,28.9338,51.8755,2.9298,150.3663,Turbot Anhydrite,,
14974,15/13-2,30.4309,53.4382,2.9059,121.738,Turbot Anhydrite,,
14975,15/13-2,33.6692,54.1488,2.879,94.9678,Turbot Anhydrite,,
14976,15/13-2,37.2701,54.7012,2.8598,77.0719,Turbot Anhydrite,,
14977,15/13-2,40.8937,55.1324,2.8463,69.4422,Turbot Anhydrite,,
14978,15/13-2,46.7042,55.059,2.8273,61.7103,Turbot Anhydrite,,
14979,15/13-2,49.2839,55.2243,2.8014,54.7501,Turbot Anhydrite,,
14980,15/13-2,49.8364,55.4759,2.7627,47.9909,Turbot Anhydrite,,
14981,15/13-2,50.9016,54.6882,2.7157,41.3898,Turbot Anhydrite,,
14982,15/13-2,51.7302,53.9814,2.7026,36.6098,Turbot Anhydrite,,
14983,15/13-2,52.4994,53.8579,2.7033,36.6502,Turbot Anhydrite,,
14984,15/13-2,54.6799,54.4883,2.6888,37.9384,Turbot Anhydrite,,
14985,15/13-2,58.9275,55.4128,2.6757,39.5018,Turbot Anhydrite,,
14986,15/13-2,60.722,55.6118,2.6721,42.5292,Turbot Anhydrite,,
14987,15/13-2,58.8766,54.5649,2.6683,46.5121,Turbot Anhydrite,,
14988,15/13-2,51.1521,52.521,2.6637,47.5975,Turbot Anhydrite,,
14989,15/13-2,43.2831,50.3287,2.6723,48.3584,Turbot Anhydrite,,
14990,15/13-2,39.9433,49.0305,2.6858,49.7023,Turbot Anhydrite,,
14991,15/13-2,39.3176,48.9196,2.7147,51.0944,Turbot Anhydrite,,
14992,15/13-2,41.9055,49.1963,2.7383,56.9681,Turbot Anhydrite,,
14993,15/13-2,46.6077,49.5157,2.7521,62.7969,Turbot Anhydrite,,
14994,15/13-2,49.8522,49.8938,2.7607,60.577,Turbot Anhydrite,,
14995,15/13-2,51.5085,50.4544,2.7508,49.0695,Turbot Anhydrite,,
14996,15/13-2,51.0121,50.7185,2.7208,36.569,Turbot Anhydrite,,
14997,15/13-2,47.962,51.173,2.7179,28.0371,Turbot Anhydrite,,
14998,15/13-2,46.7958,52.8543,2.7314,23.983,Turbot Anhydrite,,
14999,15/13-2,49.581,54.3174,2.7186,21.3991,Turbot Anhydrite,,
15000,15/13-2,57.5427,56.0028,2.6913,20.9582,Turbot Anhydrite,,
15001,15/13-2,66.1246,57.2728,2.6791,21.2366,Turbot Anhydrite,,
15002,15/13-2,72.6644,57.4646,2.6724,21.7399,Turbot Anhydrite,,
15003,15/13-2,76.1376,56.1583,2.691,22.1638,Turbot Anhydrite,,
15004,15/13-2,78.0267,54.5909,2.7194,22.1308,Turbot Anhydrite,,
15005,15/13-2,79.4933,53.6834,2.7282,21.6814,Turbot Anhydrite,,
15006,15/13-2,79.7145,53.1382,2.7371,22.1665,Turbot Anhydrite,,
15007,15/13-2,78.4675,53.4354,2.738,23.8148,Turbot Anhydrite,,
15008,15/13-2,77.468,54.6902,2.7347,25.5545,Turbot Anhydrite,,
15009,15/13-2,78.9242,56.467,2.7394,27.2942,Turbot Anhydrite,,
15010,15/13-2,83.1794,57.5848,2.7361,28.7504,Turbot Anhydrite,,
15011,15/13-2,87.4952,57.2192,2.7366,27.7687,Turbot Anhydrite,,
15012,15/13-2,89.3157,55.3804,2.7438,24.0308,Turbot Anhydrite,,
15013,15/13-2,89.3902,54.3615,2.762,20.3422,Turbot Anhydrite,,
15014,15/13-2,89.6437,54.9297,2.7763,20.3232,Turbot Anhydrite,,
15015,15/13-2,92.2914,55.72,2.7941,21.9073,Turbot Anhydrite,,
15016,15/13-2,92.0316,56.4684,2.7749,23.4604,Turbot Anhydrite,,
15017,15/13-2,76.8684,56.2434,2.7804,25.0263,Turbot Anhydrite,,
15018,15/13-2,57.7044,54.4827,2.8251,26.7973,Turbot Anhydrite,,
15019,15/13-2,46.4719,53.6201,2.8463,29.5035,Turbot Anhydrite,,
15020,15/13-2,42.2707,53.4647,2.8583,37.6792,Turbot Anhydrite,,
15021,15/13-2,43.6881,53.3592,2.8649,46.6099,Turbot Anhydrite,,
15022,15/13-2,47.5903,53.4845,2.8562,55.0813,Turbot Anhydrite,,
15023,15/13-2,53.9209,54.599,2.8287,63.2475,Turbot Anhydrite,,
15024,15/13-2,67.1755,57.06,2.7908,61.7037,Turbot Anhydrite,,
15025,15/13-2,81.3024,59.0823,2.7684,53.7724,Turbot Anhydrite,,
15026,15/13-2,95.189,62.3073,2.7496,49.393,Turbot Anhydrite,,
15027,15/13-2,106.6149,66.9344,2.7092,44.6094,Turbot Anhydrite,,
15028,15/13-2,118.0586,70.8011,2.6661,39.2644,Turbot Anhydrite,,
15029,15/13-2,126.0706,74.1269,2.6231,34.0224,Turbot Anhydrite,,
15030,15/13-2,129.0931,76.6705,2.5813,29.7906,Turbot Anhydrite,,
15031,15/13-2,131.1068,77.9687,2.547,27.0552,Turbot Anhydrite,,
15032,15/13-2,137.9717,79.6357,2.531,24.9577,Turbot Anhydrite,,
15033,15/13-2,149.8257,81.9733,2.5083,23.9125,Turbot Anhydrite,,
15034,15/13-2,157.5507,84.6447,2.476,23.44,Turbot Anhydrite,,
15035,15/13-2,163.7515,86.7996,2.471,23.766,Turbot Anhydrite,,
15036,15/13-2,166.2465,88.5246,2.4683,24.848,Turbot Anhydrite,,
15037,15/13-2,162.7903,88.9196,2.4687,26.666,Turbot Anhydrite,,
15038,15/13-2,156.405,87.4803,2.4879,28.7503,Turbot Anhydrite,,
15039,15/13-2,150.0168,84.7155,2.5079,32.0148,Turbot Anhydrite,,
15040,15/13-2,144.0737,81.848,2.5251,37.6052,Turbot Anhydrite,,
15041,15/13-2,138.3641,78.9651,2.5476,44.3994,Turbot Anhydrite,,
15042,15/13-2,132.6985,74.8816,2.5675,52.2032,Turbot Anhydrite,,
15043,15/13-2,126.1765,70.6111,2.587,55.7304,Turbot Anhydrite,,
15044,15/13-2,119.9666,66.5952,2.6187,57.5873,Turbot Anhydrite,,
15045,15/13-2,114.8726,65.0274,2.6464,59.6624,Turbot Anhydrite,,
15046,15/13-2,112.2209,65.1613,2.6654,61.1768,Turbot Anhydrite,,
15047,15/13-2,108.4222,65.4316,2.6835,61.8863,Turbot Anhydrite,,
15048,15/13-2,101.624,64.4442,2.6781,60.7467,Turbot Anhydrite,,
15049,15/13-2,100.2966,60.7833,2.6787,60.1247,Turbot Anhydrite,,
15050,15/13-2,85.332,56.8374,2.7066,61.9987,Turbot Anhydrite,,
15051,15/13-2,72.9459,53.5461,2.7273,74.1765,Turbot Anhydrite,,
15052,15/13-2,66.7803,51.8403,2.7625,89.5205,Turbot Anhydrite,,
15053,15/13-2,62.3193,51.6207,2.7823,104.8645,Turbot Anhydrite,,
15054,15/13-2,64.2217,52.5573,2.802,122.5163,Turbot Anhydrite,,
15055,15/13-2,69.3167,54.1179,2.8184,137.9957,Turbot Anhydrite,,
15056,15/13-2,77.4229,55.2686,2.8095,134.5262,Turbot Anhydrite,,
15057,15/13-2,81.1196,56.2587,2.7788,118.6643,Turbot Anhydrite,,
