OBJECTID,WELLREGNO,SOURCE_OF_WELL,LR_WELLTOPS,GEOSTRAT_CG_AGES,GEOSTRAT_CG_DSB,GEOSTRAT_CG_FORMATIONS,GEOSTRAT_CG_MEMBERS,GEOSTRAT_CG_SEQUENCES,CGG_COREANALYSIS,CGG_GEOTHERMAL,CGG_PRESSURE,CGG_LOGS,JDWL_2016,LR_MEMBERS,LR_MEMBERS_SAND,LR_FORMATIONS,LR_FORMATIONS_SAND,LR_GROUPS,LR_GROUPS_SAND,LR_DST,LR_HO,SHELL_OIL_DATA,SHELL_GAS_DATA,SHELL_ROCK_DATA,SHELL_ROCK_EXTRACT,APT_WOSI,TNO_HYPOLIAS,Heriot Watt Well Summaries,PGS_RESERVOIR,IGI_21CXRM,OGA_WELLREP_2016,DURHAM_NAWAB,x,y
2741,29/02a- 6,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.3166979339999898,56.98916991300001
2743,29/02b- 5,OGA Offshore Wells,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.3887029640000037,56.98584266199998
2746,29/02c- 11Z,OGA Offshore Wells,Yes,,,,,,,,,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,1.2337633889999893,56.899160704999986
2750,29/02c- 8,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.2343339010000136,56.88680327200001
2751,29/02c- 8Z,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,1.2343339010000136,56.88680327200001
2755,29/03a- 3,OGA Offshore Wells,Yes,,,,,,,,Yes,Yes,,,,Yes,,Yes,,,Yes,,,Yes,,,,,,,,,1.5344876419999878,56.840362228000004
2756,29/03a- 5,OGA Offshore Wells,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,,Yes,,,Yes,,,,,,,,,1.4299538129999974,56.91725271199999
2764,23/26a- 7,OGA Offshore Wells,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,2.058834117999993,57.05082000800002
2776,23/27- 3,OGA Offshore Wells,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,Yes,,Yes,,,,,,,,,2.259877696999979,57.14556779999998
2799,3/14a- 17,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.667855741999972,60.58357006900002
2815,3/15- 10,OGA Offshore Wells,Yes,,,,,,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,1.8989445550000141,60.54412240800002
2823,3/15- 7,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.8036830749999808,60.596424254
2824,3/15- 9A,OGA Offshore Wells,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,1.8337032840000234,60.51182534999998
2829,29/20b- 2,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,1.8196617790000005,56.41609460400002
2833,29/25- 1,OGA Offshore Wells,Yes,Yes,,Yes,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,,Yes,,,Yes,,,,,,,,,1.8615672600000153,56.302072087
2848,29/03b- 4,OGA Offshore Wells,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,,Yes,,,Yes,Yes,,,,,,,,1.5039562069999874,56.90614220499998
2857,3/09a-N33,OGA Offshore Wells,,,,,,,Yes,,,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,1.7360620929999868,60.80876266299998
2866,28/03- 1B,OGA Offshore Wells,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,0.486659144999976,56.943056196999976
2872,30/01d- 12,OGA Offshore Wells,Yes,,,,,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,2.1518837350000126,56.947206404999974
2899,30/02c-J9,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,2.2539403370000173,56.849139111
2904,29/10- 3,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,,1.8162044580000156,56.83058324899997
2905,29/10- 3Z,OGA Offshore Wells,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,,,,Yes,,Yes,,Yes,Yes,,,Yes,,,,,,,,,1.8162044580000156,56.83058324899997
2915,29/12- 2,OGA Offshore Wells,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,1.2394903439999894,56.653730064
2922,29/14c- 5,OGA Offshore Wells,Yes,,,Yes,Yes,Yes,,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.6119030749999865,56.62824462499998
2923,29/15- 1,OGA Offshore Wells,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,,,,,,,,,1.9744039120000139,56.568898837999996
2936,3/20a- 3,OGA Offshore Wells,Yes,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,1.8418620209999972,60.482431313000006
2954,30/12b- 3,OGA Offshore Wells,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,2.2741858969999953,56.515137478999975
2956,30/12b- 6,OGA Offshore Wells,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,2.198921100000007,56.53612833400001
2958,30/12b- 8,OGA Offshore Wells,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,2.2018707270000277,56.521905866
2961,30/13- 3,OGA Offshore Wells,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,2.551244895000025,56.62772773199998
2962,30/13- 4,OGA Offshore Wells,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,2.495715581000013,56.64934084700002
2963,30/13- 5,OGA Offshore Wells,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,2.426971279999975,56.661544472
2964,30/13- 6,OGA Offshore Wells,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,2.4960285980000094,56.649129844000015
2970,30/24- 24,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,2.662228579999976,56.26769629299997
3003,30/06- 6,OGA Offshore Wells,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,2.1886451199999897,56.70861133300002
3004,30/06- 6Z,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,,,,,,,,Yes,,,,,,,,,,,,2.1886451199999897,56.70861133300002
3005,30/06- 7,OGA Offshore Wells,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,2.188528175999977,56.73266218700002
3007,30/06- 7Y,OGA Offshore Wells,Yes,,,,,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,2.188528175999977,56.73266218700002
3013,30/07a- 10,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,2.206202459999986,56.76286747099999
3016,30/07a- 12,OGA Offshore Wells,Yes,,,,,,,Yes,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,2.310357302,56.760996636000016
3018,30/07a- 3,OGA Offshore Wells,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,2.2410957189999863,56.677669853
3020,30/07a- 4A,OGA Offshore Wells,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,,,,,,,,,2.350503962999994,56.694591746000015
3028,30/07a-P12,OGA Offshore Wells,Yes,,,,,,,,,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,2.3368835160000003,56.69675766300003
3029,3/09a-N35,OGA Offshore Wells,,,,,,,Yes,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,1.7360840939999775,60.80876266299998
3033,3/09a-N49,OGA Offshore Wells,,,,,,,,Yes,,Yes,,,,,,,,,Yes,,,,,,,,,,,,1.7360620929999868,60.80876266299998
3057,3/15a- 14,OGA Offshore Wells,,,,,,,Yes,,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,1.8773130850000257,60.54086801400001
3065,3/07- 2,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,,,Yes,,Yes,,,Yes,Yes,,,,,,,,,,,1.3848287540000115,60.827341999
3096,30/01d- 10,OGA Offshore Wells,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,2.160333505999972,56.933484014999976
3097,43/22a- 3,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.2688250219999873,54.320430310999996
3099,43/23- 1,OGA Offshore Wells,Yes,,,,,,,,,Yes,,,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.4416009239999994,54.301274690000014
3100,43/23- 2,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.5785467580000159,54.317190814000014
3101,43/23- 3,OGA Offshore Wells,Yes,,,,,,,,,Yes,,,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.5701312360000088,54.23806408399997
3119,39/02- 2,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,3.263149587999976,55.96821273299997
3120,39/02- 3,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,3.271594365999988,55.98038025599999
3130,41/08- 2,OGA Offshore Wells,Yes,,,,,,,,Yes,Yes,,,,Yes,,Yes,,,Yes,,,,,,,Yes,,,,,-0.5859957829999871,54.74006920599999
3135,41/24- 3,OGA Offshore Wells,Yes,,,,,,,,Yes,Yes,,,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,-0.24015657500001453,54.29291453100001
3136,41/24a- 1,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,,,Yes,,Yes,,Yes,Yes,,,Yes,,,,,,,,,-0.2378787609999904,54.29978178499999
3141,42/10b- 2,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,,,Yes,,Yes,,,Yes,,,,,,,Yes,,,,,0.8475776669999959,54.694770861999984
3142,42/10b- 2Z,OGA Offshore Wells,,,,,,,Yes,,,Yes,,,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,0.8475776669999959,54.694770861999984
3144,42/13- 2,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,0.4168040150000252,54.58449805999999
3145,42/13- 3,OGA Offshore Wells,Yes,,,,,,,,Yes,Yes,,,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,0.43210802200002263,54.59484058700002
3147,42/13a- 6,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,0.5134938780000198,54.570079727999996
3151,44/16- 3,OGA Offshore Wells,Yes,,,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,2.1899802560000126,54.455564514
3153,44/17- 2,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,2.3223166739999783,54.393375952999975
3154,44/17- 3,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,2.379929737999987,54.463872976999994
3155,44/17a- 4,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,2.375213549000023,54.46595099299998
3161,44/18- 4A,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,2.4799107680000247,54.44857161099998
3174,30/16- 1,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,Yes,,Yes,,,,,,,,,2.026603368999986,56.41163289899998
3175,30/16- 10,OGA Offshore Wells,Yes,,,,,,,Yes,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,Yes,,,,,,,,2.133902531999979,56.350416008000025
3177,30/16- 12,OGA Offshore Wells,Yes,,,,,,,Yes,Yes,Yes,,Yes,,Yes,,Yes,,,Yes,,,Yes,,,,,,,,,2.004029618000004,56.44170869300001
3178,30/16- 13,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,2.0302722289999906,56.44372607399998
3181,30/16- 15,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,,,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,2.054471465000006,56.45408772600001
3183,30/16- 16,OGA Offshore Wells,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,2.033027601000015,56.46188474799999
3186,30/16- 2,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,Yes,,Yes,Yes,,,,,,,,2.0689084439999874,56.386518513
3187,30/16- 3,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,2.0689626330000124,56.407664259
3188,30/16- 4,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,2.063908547999972,56.43240707299998
3190,30/16- 6,OGA Offshore Wells,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,2.1512116729999775,56.48871809299999
3191,30/16- 7,OGA Offshore Wells,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,2.144656657999974,56.484634872000015
3192,30/16- 8,OGA Offshore Wells,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,Yes,,Yes,Yes,,,,,,,,2.117271458999994,56.36706039799998
3193,30/16- 9,OGA Offshore Wells,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,Yes,,,,,,,,,,,2.1322990269999877,56.38860333500003
3196,30/17a- 10,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,,2.2564132240000276,56.39032685900003
3197,30/17a- 11,OGA Offshore Wells,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,2.253704006000021,56.394154962000016
3198,30/17a- 12,OGA Offshore Wells,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,2.2536960040000054,56.39419896300001
3203,30/17a- 14Z,OGA Offshore Wells,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,2.253308988000015,56.394360964999976
3211,30/17b- 16,OGA Offshore Wells,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,2.2818042690000198,56.48474649299999
3217,30/17b- 8,OGA Offshore Wells,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,Yes,,,,,,,,2.20057515000002,56.458189597
3218,30/17b- 9,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,2.2363935569999853,56.472123511999996
3224,30/17b-A39Z,OGA Offshore Wells,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,2.2866006529999936,56.45204839399997
3237,30/19a- 4,OGA Offshore Wells,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,2.778017926000018,56.392552050000006
3247,30/22b- 1,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,2.3701478250000036,56.26928192999998
3264,44/06- 1,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,,,,,,,,,2.144804958000009,54.781092951999995
3266,44/08- 1Z,OGA Offshore Wells,Yes,,,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,2.486368550000009,54.724215969
3268,44/11- 2,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,2.1275036299999783,54.545483811
3269,44/11- 3,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,2.046502440999973,54.52092705000001
3270,44/11a- 4,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,2.1689394260000086,54.581844510999986
3272,44/12- 2,OGA Offshore Wells,Yes,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,2.2494789329999776,54.56766796300002
3274,44/12a- 4,OGA Offshore Wells,Yes,,,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,2.2178895549999993,54.613994158000025
3275,44/12a- 5,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,2.2111039339999934,54.53940357099998
3276,44/13- 1,OGA Offshore Wells,Yes,,,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,2.5680575640000143,54.54982502399997
3286,31/26b- 14,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,3.009611140000004,56.015798475999986
3287,31/26b- 17,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,,,,,,,,Yes,,,,,,,,,,,,3.1274765989999764,56.033587462000014
3304,31/26a- 10,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,3.1835902290000035,56.00242501600002
3307,30/17a- 15,OGA Offshore Wells,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,2.2867566850000003,56.34680568099998
3309,30/17a- 4,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,2.201826899000025,56.413521033999984
3326,42/28d- 12,OGA Offshore Wells,,,,,,,Yes,,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,0.4619262209999988,54.033298333000005
3345,43/20b- 2,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,,1.9716163520000123,54.40997746800002
3346,43/21- 1,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,,,,,Yes,,,Yes,,,,,,,,,,,,1.0040821129999813,54.216004743999974
3347,43/21- 2,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,,,,,,,,,1.006541425000023,54.26712846800001
3348,43/21- 3,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,1.1488793519999945,54.224683728
3349,43/21a- 4,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.002864527999975,54.261478237000006
3351,43/21b- 5,OGA Offshore Wells,,,,,,,,,,Yes,,,,Yes,,Yes,,,,,,,,,,,,,,,1.1529275469999902,54.25119265500001
3353,43/22- 1,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,,1.334756685000002,54.289862063999976
3354,43/22- 2,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.3347316829999727,54.28990006499998
3355,43/05- 1,OGA Offshore Wells,Yes,,,,,,,,Yes,Yes,,,,Yes,,Yes,,,Yes,,,,,,,Yes,,,,,1.9539233909999894,54.974416287
3360,43/08a-A3,OGA Offshore Wells,,,,,,,,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,1.4955951489999961,54.68185605100001
3363,43/12- 2,OGA Offshore Wells,Yes,,,,,,,,Yes,Yes,,,,Yes,Yes,Yes,Yes,,Yes,,,,,,,Yes,,,,,1.2317027440000174,54.591780934999974
3365,43/13a-C1,OGA Offshore Wells,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,1.4252626680000162,54.58791107299999
3367,43/13a-C3,OGA Offshore Wells,,,,,,,,Yes,Yes,Yes,,,,,,,,Yes,,,,,,,,,,,,,1.4252626680000162,54.587922074000005
3368,43/13b- 4,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.589444551999975,54.506473261
3371,43/15b- 3A,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.9018383069999913,54.594364841000015
3373,43/16- 2,OGA Offshore Wells,Yes,,,,,,,,,Yes,,,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.1475954690000094,54.42449635700001
3377,43/18a- 2Y,OGA Offshore Wells,,,,,,,Yes,,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,1.403878925000015,54.36191426900001
3381,30/25a- 2,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,2.800814726999988,56.20152357799998
3384,30/25b- 5,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,2.924523093999994,56.22575686800002
3403,30/08- 3,OGA Offshore Wells,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,2.5030964289999815,56.70984908700001
3407,30/11b- 4,OGA Offshore Wells,Yes,,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,2.1534622859999786,56.552003359000025
3409,30/11c- 6C,OGA Offshore Wells,Yes,,,,,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,2.002563054999996,56.58428971699999
3414,43/26- 5,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.1246347430000014,54.04826161
3416,43/26a- 8,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.1832108880000192,54.05660356999999
3418,43/26b- 10,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.023912299000017,54.10720337800001
3450,43/27- 1,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,,1.2328605580000271,54.04292869699998
3451,43/27- 2,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,Yes,,,,,,,,,1.232819486999972,54.01527278499998
3452,43/27- 3,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,1.3390001739999775,54.07189589000001
3453,43/28- 1,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,1.5633246379999832,54.07276552500002
3454,43/28- 2,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.5401277199999868,54.023449626
3518,43/24- 1,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.6583083510000165,54.298869130000014
3520,43/24- 3,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,1.7625837449999722,54.27477753800002
3521,43/24- 4,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.6582463490000237,54.29886613000002
3522,43/25- 1,OGA Offshore Wells,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,,1.8385621310000033,54.25983191900002
3524,43/25a- 2X,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.9790662070000167,54.271939945999975
3525,43/26- 1,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,,,,,,,,,,,,,1.0157710240000029,54.050399407999976
3526,43/26- 2,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.0582644799999912,54.03784449099999
3527,43/26- 3,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,1.0689719229999923,54.06205241499998
